Experiment,Features,Obs Dim,SharpeRatio_Train_Mean,SharpeRatio_Train_Std,SortinoRatio_Train_Mean,SortinoRatio_Train_Std,CalmarRatio_Train_Mean,CalmarRatio_Train_Std,CVaR95pct_Train_Mean,CVaR95pct_Train_Std,SharpeRatio_Test_Mean,SharpeRatio_Test_Std,SortinoRatio_Test_Mean,SortinoRatio_Test_Std,CalmarRatio_Test_Mean,CalmarRatio_Test_Std,CVaR95pct_Test_Mean,CVaR95pct_Test_Std,AnnRet_Train_Mean,AnnRet_Test_Mean,TotalRet_Gap
Comp_Static_Gamma0,Static Gamma 0.0 (Deterministic),2,-0.41744705010018524,0.0,-0.5474605929987613,0.0,-0.34377288216215135,0.0,0.11589049226033254,0.0,-0.07515625955274441,0.0,-0.09474945310137083,0.0,-0.08461545370566842,0.0,0.09852746573910524,1.3877787807814457e-17,-0.3190803560335219,-0.046262751709204686,-0.49963441658440244
Comp_Static_Gamma1,Static Gamma 1.0 (Deterministic),2,-0.6626283957922285,0.0,-0.9319570594925871,1.1102230246251565e-16,-0.6203018480746506,0.0,0.12499015346516641,0.0,-0.10386311185530027,0.0,-0.13492989828487367,0.0,-0.1178311811524038,1.3877787807814457e-17,0.09763803642664781,0.0,-0.5792134400669735,-0.06415396503625725,-0.7719264532233477
Comp_Static_Gamma2,Static Gamma 2.0 (Deterministic),2,-0.6626287371736219,0.0,-0.9319575001636733,0.0,-0.6203020919288678,0.0,0.12499016043725021,0.0,-0.10386260670084806,1.3877787807814457e-17,-0.13492924169882967,0.0,-0.11783058874626774,0.0,0.09763803790653776,0.0,-0.5792137229525364,-0.0641536554453066,-0.7719269392038369
E2,Network(5) + Market(4),9,-0.3971675223977618,0.004770227450076358,-0.5607911936586439,0.020866095980909053,-0.3999836733012914,0.0038254385965729248,0.1332542487418175,0.006341774799063916,-0.013842006277355554,0.139227153111525,-0.02086741300137096,0.16892352151368392,-0.008512375363406627,0.15967024850623499,0.11094975161774139,0.0038775071347213544,-0.37089554472206715,-0.00452855884327467,-0.599822556525428
Classic-MV,Standard Baseline (Deterministic),0,-0.4033345028189896,0.0,-0.5229161178673675,0.0,-0.3314243851571796,0.0,0.11660653289775642,1.3877787807814457e-17,-0.10535266974300976,1.3877787807814457e-17,-0.1334691408970812,0.0,-0.11884642687003605,0.0,0.09783703130391837,1.3877787807814457e-17,-0.30755256536583675,-0.06454591038214985,-0.4691904599201403
