,Classical Markowitz,NW (Gamma=1.0),NW (Gamma=0.0),BTC (Buy & Hold),SAC-Net (Sharpe Incr),SAC-Net (Total Return)
2018-04-27,2.00628064819033,1.6463927128710463,2.114038009160259,1.0876390574980856,2.144749212915223,4.023445274271911
2018-04-28,2.1393361070953003,1.7508951009770521,2.2504430881442694,1.1305237767841825,2.2808840264944465,4.289261255458736
2018-04-29,2.235557802485788,1.8165625271053942,2.3231832319712655,1.1390294015104971,2.3664287075957455,4.419879954989787
2018-04-30,2.0560233919230084,1.6774486019318555,2.1632001752954158,1.1172328881665812,2.185205568409668,4.128819252981329
2018-05-01,2.0883989383647856,1.6972884348347959,2.1871800032268056,1.102440538490575,2.2110508409658443,4.1734514155831
2018-05-02,2.1527349936438407,1.736679074237068,2.2365239322478776,1.1164845300284483,2.2623648637331732,4.266441722786313
2018-05-03,2.192846493787507,1.7538046944353438,2.306720965265561,1.1762579385955154,2.2846743621996186,4.434518494387504
2018-05-04,2.1973616701923633,1.7280775557828965,2.2819697810042565,1.1710433867975159,2.2511597261938254,4.393602573090183
2018-05-05,2.334011695457739,1.7910928528650776,2.3657674843384413,1.1898905748612525,2.3332494857947617,4.555266959880985
2018-05-06,2.2893117577031976,1.7499995383743305,2.318573365365454,1.1650892297868136,2.2828322577022986,4.464833723529827
2018-05-07,2.232485771619647,1.680427101737529,2.2263655115159144,1.1305782112740492,2.19314785510976,4.2902003614978526
2018-05-08,2.197694916900361,1.6568873974313163,2.1966485351471245,1.1137856184401436,2.162819218995165,4.233193652769606
2018-05-09,2.232524590344371,1.6669711920789643,2.201333279228151,1.1246306364916945,2.172481406430218,4.247436966254003
2018-05-10,2.1305201577141415,1.5652643157117792,2.080561050200815,1.090190772111386,2.0467806370312007,4.014580994195101
2018-05-11,1.9214658566512302,1.4262929947123733,1.9006370208069099,1.0150372648343773,1.8657848412046487,3.6647907828419264
2018-05-12,1.9461143249311255,1.4742080893541103,1.9572280522266012,1.02263216929486,1.9282397019784245,3.780654079566769
2018-05-13,1.9892424731727523,1.5386630097557787,2.0438621684375065,1.0486374692662594,2.00898064936518,3.9459507152183977
2018-05-14,2.0097015701508143,1.517189306009843,2.014578188370029,1.0477776236350445,1.9795008157028293,3.8908806462377825
2018-05-15,1.93086346009218,1.4507861540643998,1.9376042920026941,1.0226681838100928,1.8983199075350632,3.7205876512075804
2018-05-16,1.9104375736203327,1.4439765526598682,1.9238605084169313,1.0055155000562341,1.884371458025833,3.7031241224901614
2018-05-17,1.8329589685452745,1.3874617651930643,1.8375912008878752,0.9719800099314702,1.8043527792706704,3.558190224071749
2018-05-18,1.8729186444372268,1.471893689548471,1.8879914188588534,0.9906110944511409,1.8754955962406994,3.7747187947157324
2018-05-19,1.867401945717419,1.4472453682740745,1.8779766484430012,0.9901559579730386,1.856266615079832,3.711507287441372
2018-05-20,1.9418035209174773,1.4794712077975494,1.9389827755241085,1.0215958726333512,1.9059764133865833,3.794151540939745
2018-05-21,1.887148803364002,1.4664938684217057,1.9387319540279122,1.0102215499282563,1.8937372833035222,3.7608707497036185
2018-05-22,1.7919769862464507,1.3779259296052344,1.8239452934287639,0.9639135280844615,1.7799699511267375,3.533735411693537
2018-05-23,1.6724518400058384,1.2521781514984034,1.6784443324738487,0.9040856714891511,1.6238365651505193,3.211251207041749
2018-05-24,1.707845684347774,1.28921724150916,1.7139863053375353,0.907610053016111,1.6681219021783882,3.3062391519211327
2018-05-25,1.6860590839730634,1.2647001377251357,1.6851481021563404,0.8946951961725426,1.6367967007371103,3.2433642413907093
2018-05-26,1.6620047635155117,1.2555952654755336,1.6713019723935985,0.8797076655729205,1.624476460908593,3.2200145164690683
2018-05-27,1.6655580805779362,1.246288586435742,1.661551657783459,0.8811822395235727,1.6097102232992102,3.196147238614924
2018-05-28,1.5546951223397176,1.175827278016298,1.5666418117332273,0.8529622375436897,1.502264664473214,3.0154469392920986
2018-05-29,1.6461035367403978,1.248258129409897,1.6635762762687303,0.8922757887268005,1.600539582379524,3.2011981764652373
2018-05-30,1.6377443388479787,1.2356160033415198,1.6518452545354578,0.8843515388855216,1.5865140111415414,3.168777034550042
2018-05-31,1.6620862486057584,1.278761328764598,1.7052448024384255,0.8947556504213114,1.6355219818889235,3.2794246193599372
2018-06-01,1.6765260894736904,1.2860953108139113,1.7198151970430902,0.900382878419964,1.645007892527671,3.2982328473778355
2018-06-02,1.8024405378048525,1.3141208899196994,1.7578338043473904,0.9124791625649297,1.6845412341861317,3.37010535376062
