,Equal Weight,Classical Markowitz,NW (Gamma=1.0),NW (Gamma=0.0),BTC (Buy & Hold),SAC-Net (Excess NW),SAC-Net (Sharpe Incr)
2019-08-10,1.1265669680207895,1.209609703047952,1.2760454360185638,1.315198107088663,2.3684054339571428,1.1942922436326713,1.272079810445891
2019-08-11,1.1628625646412996,1.2344986719021966,1.3012814652852924,1.3401849829799894,2.4035123974844352,1.2179114569485585,1.297237411846361
2019-08-12,1.1436847090931697,1.223251335759283,1.290539772701008,1.3301299331705638,2.373929978612898,1.2078579608109163,1.2865290991983054
2019-08-13,1.1287837048763099,1.1966871377713122,1.2644809400188342,1.3033631104995478,2.2701722806412565,1.1834686544310284,1.2605512471793905
2019-08-14,1.014842257702909,1.0854832131203997,1.1447996553739277,1.1798730887050763,2.087110192011641,1.071455064815746,1.1412419011574284
2019-08-15,1.0250538358446188,1.1052230159044274,1.1655075450967318,1.2012082440045975,2.1403775142676884,1.0908362492924393,1.1618854365970421
2019-08-16,1.0095534352010913,1.0930792071098405,1.1521252162159457,1.1873559930084954,2.15337198588012,1.0783112953468355,1.1485446998130564
2019-08-17,1.0018937832730832,1.0888497707773444,1.1513969528606298,1.1866680985596298,2.1235687097401272,1.077629689929526,1.1478186995984954
2019-08-18,1.0401645159652393,1.1274532083986333,1.1960808992014615,1.2327746456729685,2.1471118698378633,1.11945084146711,1.192363776272093
2019-08-19,1.0642137385901558,1.1600116847418185,1.2188390304146721,1.256228141952009,2.2623105699813015,1.1407509146684105,1.2150511855844945
2019-08-20,1.0385878638081982,1.1349036817679854,1.1908842713081516,1.22726304847158,2.2304151521930216,1.114587150434224,1.1871833028528174
2019-08-21,0.9923073615689159,1.0843310262631924,1.1386306673129478,1.1732964548175324,2.096946512041688,1.0656813105423322,1.1350920898630434
2019-08-22,1.00829960357213,1.0957803121034844,1.155648326511702,1.17770517832524,2.095499350064754,1.0816086886620486,1.1520568624035425
2019-08-23,1.0299700201361421,1.1179023729848714,1.1808224840740202,1.2014244992195242,2.1520062479714412,1.105169997920457,1.1771527850910541
2019-08-24,1.0092028259757007,1.0951734264046287,1.1565453041544544,1.1737406677482862,2.1001068168898485,1.0824481991400863,1.1529510525310842
2019-08-25,1.0035065495875168,1.095503787867869,1.1524573084248118,1.1784312192426838,2.0956696998992332,1.0786221118033088,1.148875761460144
2019-08-26,1.0112244192766016,1.1006912312891242,1.1609878884898415,1.1820223735674387,2.143145695945481,1.0866061577871058,1.1573798305765197
2019-08-27,0.9994279850068767,1.0864623687416013,1.1468046277618813,1.1682334964701993,2.104502671853092,1.0733315848456118,1.1432406478502455
2019-08-28,0.9345408884839598,1.0256659904498977,1.0740334615835334,1.0923868313938305,2.013494858939957,1.005222694157131,1.0706956361258713
2019-08-29,0.9005666073586803,0.9878047540011585,1.0335000259100886,1.0526742219567697,1.962440923735303,0.967286139362758,1.0302881681604323
2019-08-30,0.9017763598801162,0.9890845252907313,1.0356212494569823,1.0540883042510243,1.9805109360592967,0.9692714611501423,1.0324027994788625
2019-08-31,0.9055420247876813,0.9916334335355115,1.0376286124224092,1.0584899979673252,1.9872037300905494,0.9711502171772968,1.0344039240658325
2019-09-01,0.9087550251292458,0.9930626462373342,1.0424681014908952,1.0622456808974565,2.0133002417737083,0.9756796516729083,1.0392283732213246
2019-09-02,0.93493497272084,1.0244932614865478,1.0715114549127147,1.0928474772961478,2.1312575699923393,1.0028622665303475,1.068181467216511
2019-09-03,0.9449896642242288,1.037487157914557,1.0836108557121207,1.1046004275708516,2.1875202087605996,1.0141864875209106,1.0802432661259804
2019-09-04,0.9277087852221445,1.0193637846339156,1.0639960230704724,1.0844007713659631,2.1815309009723567,0.9958283305171488,1.0606893914433537
2019-09-05,0.9178493834152666,1.0124705599102195,1.0526469115128538,1.0728760956326993,2.177623324193015,0.985206329522576,1.0493755500657005
2019-09-06,0.896610994485821,0.9933754084108564,1.0285164785326573,1.0480504976600056,2.131375893838491,0.9626218759454093,1.025320108392932
2019-09-07,0.9375332509653354,1.0336294071971142,1.0751387309463198,1.095884610260109,2.1648633407797377,1.006257151622536,1.0717974705898872
2019-09-08,0.9548598399183517,1.0518157237687242,1.095161008783205,1.116137696923822,2.149167219543934,1.0249966497777234,1.0917575242307163
2019-09-09,0.9502388576484931,1.0463745384772247,1.089341268079381,1.1107362209243217,2.127174585054687,1.0195497660079822,1.0859558698150509
2019-09-10,0.9393228802645724,1.0294226764393957,1.076228728539736,1.0979765117527602,2.081615140608167,1.0072773156646788,1.0728840807453452
2019-09-11,0.9278968497595736,1.0213504926784203,1.0627154974838835,1.0846206004035919,2.0944153427203567,0.9946298451568394,1.059412845407733
2019-09-12,0.9263114165851708,1.019309526580268,1.0591051319664655,1.0827673841953829,2.1415689972436143,0.9912507871643182,1.0558136999969192
2019-09-13,0.9267240111426347,1.0131908985730234,1.0593446396512924,1.0832496668507834,2.131345028513657,0.9914749501618819,1.056052463352192
2019-09-14,0.9492179547043792,1.0367229306784065,1.0835569789844306,1.1095428853024953,2.1308310747795223,1.01413606254692,1.0801895568335886
2019-09-15,0.9480793927111995,1.0363014455331203,1.0811691454352972,1.1082120177680714,2.12870373081213,1.0119012118094857,1.0778091440696487
2019-09-16,0.9564437120831398,1.0369343710471015,1.0867816623687105,1.117989088464574,2.114064251703852,1.0171541481425288,1.0834042187141837
2019-09-17,0.997124564682678,1.0752500806185337,1.1331951872592025,1.1655410235561456,2.1067443830747674,1.0605940689720574,1.1296735017889024
2019-09-18,1.0598382578670449,1.1492829079952351,1.2094171860106915,1.2388471928494023,2.0978751362154493,1.1319327056958415,1.2056586209832785
2019-09-19,1.048448412697611,1.1292671215273928,1.195701157356907,1.225533578615906,2.1118510679296745,1.1190954303494478,1.1919852185223208
2019-09-20,1.0232660640517308,1.0991422287407626,1.1677794784887734,1.1960978777457671,2.0943403671949943,1.092962626984028,1.1641503134755562
2019-09-21,1.0141411814938488,1.081021405723252,1.157498009411922,1.1854317831242511,2.0607651084115215,1.083339867157804,1.153900796800703
2019-09-22,0.9854167251145681,1.056008080073998,1.1226489787528897,1.1518557049939775,2.0711613786734566,1.0507235309414547,1.1191600681713851
2019-09-23,0.9319909308638521,0.9971025147854571,1.0616344684478927,1.089406180510448,1.999798994610343,0.9936180750779958,1.0583351756146895
2019-09-24,0.7537185964616068,0.7979781266930692,0.8719215000349217,0.8797236448429656,1.7578360159430766,0.8160595799375371,0.8692118597303239
2019-09-25,0.7732223732448269,0.8163447155258992,0.8881114449946639,0.8975175405790714,1.7303856216981017,0.8312122760169431,0.8853515067794308
2019-09-26,0.7506834478770112,0.786244574502105,0.8584806044826415,0.8640941785815359,1.6536745973001912,0.8034798108282647,0.8558127657421605
2019-09-27,0.7701656279094979,0.7981969293758033,0.8782553100487779,0.884651229144358,1.6805201395723113,0.8219875887370718,0.8755259958216915
2019-09-28,0.7687740403557298,0.8021943785033029,0.8757415800738034,0.8860277522610848,1.6793119027717975,0.8196349068984697,0.8730200758528195
2019-09-29,0.7522135324888798,0.786067858146809,0.8578497969866647,0.8657031411504181,1.6501972213488731,0.8028894078975523,0.8551839081917622
2019-09-30,0.7880146044525429,0.8198220978926818,0.8964653061887512,0.9032007343414873,1.6883758607573394,0.8390309084899126,0.8936794178443435
2019-10-01,0.7778709316017581,0.8156390474022622,0.8920958909026889,0.8988186879486398,1.6984040074218214,0.8349414325698675,0.8893235820099902
2019-10-02,0.7878117532319553,0.8252526895194962,0.9009074818428908,0.9076800148678164,1.708504482834226,0.8431884864318365,0.8981077897030142
2019-10-03,0.7749177252038787,0.810220286838487,0.8853938806042496,0.8920623631002889,1.681203629163943,0.828668802123307,0.8826423990584689
2019-10-04,0.7830340667616013,0.8187583746387205,0.8898321139336497,0.8965196264848263,1.6701658110064312,0.8328226863928706,0.887066839039616
2019-10-05,0.783087802557562,0.8152944149118548,0.8864297010005888,0.8930899393454351,1.6590488594680932,0.8296382575960248,0.8836749994853222
2019-10-06,0.7740735463509458,0.8039127436813156,0.8748141843196391,0.8813860122994793,1.6254662191324811,0.8187669143995132,0.8720955776165094
2019-10-07,0.8172173371107582,0.8461712521066201,0.9140713200944638,0.920934539041803,1.6770302418784038,0.8555089358954876,0.911230715074836
2019-10-08,0.821004460001983,0.8465099758920602,0.9155805755858446,0.9227449271941954,1.6736017799788234,0.8569214951043022,0.9127352797681704
2019-10-09,0.8503590034089885,0.8718305784424573,0.9495889228994117,0.9578169924127448,1.7466186895534026,0.8887510412042307,0.9466379524386563
2019-10-10,0.8298276101494687,0.8532807841063186,0.9353007249797545,0.9435584635773935,1.7447347389551828,0.8753782746069225,0.932394166216662
2019-10-11,0.8078626774595075,0.835977587598844,0.9102647818477886,0.9181502890999688,1.6900988225666511,0.8519462915819899,0.9074360131790696
2019-10-12,0.8066750622217279,0.8370556861056616,0.9097939017955342,0.9186336860267533,1.693101706390472,0.8515055624999059,0.9069665821517731
2019-10-13,0.8185837016245051,0.8447880086447879,0.9158583439782076,0.9255131179322583,1.6899406904805738,0.8571814620007525,0.9130121732620246
2019-10-14,0.8421203598874248,0.8662958774393897,0.9394740458314209,0.9499079830551267,1.7008078589713984,0.8792841468232548,0.93655448956638
