Date,NW (Gamma=1.0),NW (Gamma=0.0),RL-Net (Defensive),RL-Net (Total Return)
2024-11-30,2.6824691092186543,1.9748692086970692,1.9748692086970692,2.6101631503826073
2024-12-01,2.825833020481949,2.0893948108613487,2.0893948108613487,2.7504434313971133
2024-12-02,2.9277278689643484,2.185101968209806,2.185101968209806,2.8508576789001085
2024-12-03,3.0804751476874626,2.3304383737916567,2.3304383737916567,2.998820829490305
2024-12-04,2.9454971265703063,2.21763704048265,2.21763704048265,2.8672662074644566
2024-12-05,2.9149714328307934,2.1933254645754245,2.1933254645754245,2.837511970394545
2024-12-06,2.995879776291613,2.253928127101344,2.253928127101344,2.9162691274937957
2024-12-07,3.045820530354602,2.2932549544186593,2.2932549544186593,2.9649908702704586
2024-12-08,3.041904516839575,2.2901287672607302,2.2901287672607302,2.9611800981499576
2024-12-09,2.7088799156290833,2.0497811501987653,2.0497811501987653,2.637339336841823
2024-12-10,2.7350496227230336,2.075183810941732,2.075183810941732,2.6630055540551987
2024-12-11,2.821654279768512,2.133638292943328,2.133638292943328,2.7471011027932697
2024-12-12,2.7932936270362276,2.1118627629532734,2.1118627629532734,2.7195064530815456
2024-12-13,2.8322754970656603,2.1415989838116736,2.1415989838116736,2.7575218765073006
2024-12-14,2.8173544243924797,2.1302959795091247,2.1302959795091247,2.743320514229459
2024-12-15,2.855521148473337,2.1587679416577044,2.1587679416577044,2.7805865630623305
2024-12-16,2.876123987554872,2.1741886311856393,2.1741886311856393,2.8013058541287763
2024-12-17,2.8999473716350113,2.192610630706589,2.192610630706589,2.824617928874727
2024-12-18,2.754551653012101,2.0834297950995464,2.0834297950995464,2.682572555562521
2024-12-19,2.703092732930524,2.0447599238349934,2.0447599238349934,2.632455253851546
2024-12-20,2.7190767304599794,2.05680477167764,2.05680477167764,2.6480250926920617
2024-12-21,2.6905745231690568,2.03549713781686,2.03549713781686,2.6202624728329216
